"value","statistic","variable","country","total_asked","who_was_asked"
NA,321,"h12020_fin_why_nhp_text","ES",576,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",23,"h12020_fin_why_nhp_text","FR",545,"Owners/Managers of SMB Businesses"
"Did not apply",62,"h12020_fin_why_nhp_text","FR",545,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",60,"h12020_fin_why_nhp_text","FR",545,"Owners/Managers of SMB Businesses"
"No assistance available",45,"h12020_fin_why_nhp_text","FR",545,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",11,"h12020_fin_why_nhp_text","FR",545,"Owners/Managers of SMB Businesses"
NA,344,"h12020_fin_why_nhp_text","FR",545,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",61,"h12020_fin_why_nhp_text","GB",1023,"Owners/Managers of SMB Businesses"
"Did not apply",130,"h12020_fin_why_nhp_text","GB",1023,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",30,"h12020_fin_why_nhp_text","GB",1023,"Owners/Managers of SMB Businesses"
"No assistance available",108,"h12020_fin_why_nhp_text","GB",1023,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",11,"h12020_fin_why_nhp_text","GB",1023,"Owners/Managers of SMB Businesses"
NA,683,"h12020_fin_why_nhp_text","GB",1023,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",36,"h12020_fin_why_nhp_text","GH",843,"Owners/Managers of SMB Businesses"
"Did not apply",73,"h12020_fin_why_nhp_text","GH",843,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",205,"h12020_fin_why_nhp_text","GH",843,"Owners/Managers of SMB Businesses"
"No assistance available",132,"h12020_fin_why_nhp_text","GH",843,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",13,"h12020_fin_why_nhp_text","GH",843,"Owners/Managers of SMB Businesses"
NA,384,"h12020_fin_why_nhp_text","GH",843,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",47,"h12020_fin_why_nhp_text","GR",614,"Owners/Managers of SMB Businesses"
"Did not apply",25,"h12020_fin_why_nhp_text","GR",614,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",24,"h12020_fin_why_nhp_text","GR",614,"Owners/Managers of SMB Businesses"
"No assistance available",114,"h12020_fin_why_nhp_text","GR",614,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",22,"h12020_fin_why_nhp_text","GR",614,"Owners/Managers of SMB Businesses"
NA,382,"h12020_fin_why_nhp_text","GR",614,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",27,"h12020_fin_why_nhp_text","HK",228,"Owners/Managers of SMB Businesses"
"Did not apply",24,"h12020_fin_why_nhp_text","HK",228,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",12,"h12020_fin_why_nhp_text","HK",228,"Owners/Managers of SMB Businesses"
"No assistance available",35,"h12020_fin_why_nhp_text","HK",228,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",1,"h12020_fin_why_nhp_text","HK",228,"Owners/Managers of SMB Businesses"
NA,129,"h12020_fin_why_nhp_text","HK",228,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",16,"h12020_fin_why_nhp_text","HU",779,"Owners/Managers of SMB Businesses"
"Did not apply",130,"h12020_fin_why_nhp_text","HU",779,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",142,"h12020_fin_why_nhp_text","HU",779,"Owners/Managers of SMB Businesses"
"No assistance available",189,"h12020_fin_why_nhp_text","HU",779,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",3,"h12020_fin_why_nhp_text","HU",779,"Owners/Managers of SMB Businesses"
NA,299,"h12020_fin_why_nhp_text","HU",779,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",25,"h12020_fin_why_nhp_text","ID",528,"Owners/Managers of SMB Businesses"
"Did not apply",56,"h12020_fin_why_nhp_text","ID",528,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",55,"h12020_fin_why_nhp_text","ID",528,"Owners/Managers of SMB Businesses"
"No assistance available",49,"h12020_fin_why_nhp_text","ID",528,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",17,"h12020_fin_why_nhp_text","ID",528,"Owners/Managers of SMB Businesses"
NA,326,"h12020_fin_why_nhp_text","ID",528,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",10,"h12020_fin_why_nhp_text","IE",458,"Owners/Managers of SMB Businesses"
"Did not apply",79,"h12020_fin_why_nhp_text","IE",458,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",5,"h12020_fin_why_nhp_text","IE",458,"Owners/Managers of SMB Businesses"
"No assistance available",27,"h12020_fin_why_nhp_text","IE",458,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",5,"h12020_fin_why_nhp_text","IE",458,"Owners/Managers of SMB Businesses"
NA,332,"h12020_fin_why_nhp_text","IE",458,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",89,"h12020_fin_why_nhp_text","IL",863,"Owners/Managers of SMB Businesses"
"Did not apply",64,"h12020_fin_why_nhp_text","IL",863,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",29,"h12020_fin_why_nhp_text","IL",863,"Owners/Managers of SMB Businesses"
"No assistance available",66,"h12020_fin_why_nhp_text","IL",863,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",34,"h12020_fin_why_nhp_text","IL",863,"Owners/Managers of SMB Businesses"
NA,581,"h12020_fin_why_nhp_text","IL",863,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",18,"h12020_fin_why_nhp_text","IN",1276,"Owners/Managers of SMB Businesses"
"Did not apply",99,"h12020_fin_why_nhp_text","IN",1276,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",174,"h12020_fin_why_nhp_text","IN",1276,"Owners/Managers of SMB Businesses"
"No assistance available",208,"h12020_fin_why_nhp_text","IN",1276,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",9,"h12020_fin_why_nhp_text","IN",1276,"Owners/Managers of SMB Businesses"
NA,768,"h12020_fin_why_nhp_text","IN",1276,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",12,"h12020_fin_why_nhp_text","IQ",342,"Owners/Managers of SMB Businesses"
"Did not apply",51,"h12020_fin_why_nhp_text","IQ",342,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",26,"h12020_fin_why_nhp_text","IQ",342,"Owners/Managers of SMB Businesses"
"No assistance available",80,"h12020_fin_why_nhp_text","IQ",342,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",8,"h12020_fin_why_nhp_text","IQ",342,"Owners/Managers of SMB Businesses"
NA,165,"h12020_fin_why_nhp_text","IQ",342,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",33,"h12020_fin_why_nhp_text","IT",612,"Owners/Managers of SMB Businesses"
"Did not apply",48,"h12020_fin_why_nhp_text","IT",612,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",12,"h12020_fin_why_nhp_text","IT",612,"Owners/Managers of SMB Businesses"
"No assistance available",60,"h12020_fin_why_nhp_text","IT",612,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",43,"h12020_fin_why_nhp_text","IT",612,"Owners/Managers of SMB Businesses"
NA,416,"h12020_fin_why_nhp_text","IT",612,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",13,"h12020_fin_why_nhp_text","JP",860,"Owners/Managers of SMB Businesses"
"Did not apply",116,"h12020_fin_why_nhp_text","JP",860,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",73,"h12020_fin_why_nhp_text","JP",860,"Owners/Managers of SMB Businesses"
"No assistance available",105,"h12020_fin_why_nhp_text","JP",860,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",52,"h12020_fin_why_nhp_text","JP",860,"Owners/Managers of SMB Businesses"
NA,501,"h12020_fin_why_nhp_text","JP",860,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",20,"h12020_fin_why_nhp_text","KE",721,"Owners/Managers of SMB Businesses"
"Did not apply",43,"h12020_fin_why_nhp_text","KE",721,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",206,"h12020_fin_why_nhp_text","KE",721,"Owners/Managers of SMB Businesses"
"No assistance available",192,"h12020_fin_why_nhp_text","KE",721,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",19,"h12020_fin_why_nhp_text","KE",721,"Owners/Managers of SMB Businesses"
NA,241,"h12020_fin_why_nhp_text","KE",721,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",14,"h12020_fin_why_nhp_text","KH",607,"Owners/Managers of SMB Businesses"
"Did not apply",35,"h12020_fin_why_nhp_text","KH",607,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",44,"h12020_fin_why_nhp_text","KH",607,"Owners/Managers of SMB Businesses"
"No assistance available",81,"h12020_fin_why_nhp_text","KH",607,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",8,"h12020_fin_why_nhp_text","KH",607,"Owners/Managers of SMB Businesses"
NA,425,"h12020_fin_why_nhp_text","KH",607,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",7,"h12020_fin_why_nhp_text","KR",201,"Owners/Managers of SMB Businesses"
"Did not apply",19,"h12020_fin_why_nhp_text","KR",201,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",14,"h12020_fin_why_nhp_text","KR",201,"Owners/Managers of SMB Businesses"
"No assistance available",23,"h12020_fin_why_nhp_text","KR",201,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",2,"h12020_fin_why_nhp_text","KR",201,"Owners/Managers of SMB Businesses"
NA,136,"h12020_fin_why_nhp_text","KR",201,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",12,"h12020_fin_why_nhp_text","MM",566,"Owners/Managers of SMB Businesses"
"Did not apply",61,"h12020_fin_why_nhp_text","MM",566,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",46,"h12020_fin_why_nhp_text","MM",566,"Owners/Managers of SMB Businesses"
"No assistance available",73,"h12020_fin_why_nhp_text","MM",566,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",4,"h12020_fin_why_nhp_text","MM",566,"Owners/Managers of SMB Businesses"
NA,370,"h12020_fin_why_nhp_text","MM",566,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",65,"h12020_fin_why_nhp_text","MX",500,"Owners/Managers of SMB Businesses"
"Did not apply",68,"h12020_fin_why_nhp_text","MX",500,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",152,"h12020_fin_why_nhp_text","MX",500,"Owners/Managers of SMB Businesses"
"No assistance available",64,"h12020_fin_why_nhp_text","MX",500,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",14,"h12020_fin_why_nhp_text","MX",500,"Owners/Managers of SMB Businesses"
NA,137,"h12020_fin_why_nhp_text","MX",500,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",66,"h12020_fin_why_nhp_text","MY",634,"Owners/Managers of SMB Businesses"
"Did not apply",27,"h12020_fin_why_nhp_text","MY",634,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",23,"h12020_fin_why_nhp_text","MY",634,"Owners/Managers of SMB Businesses"
"No assistance available",34,"h12020_fin_why_nhp_text","MY",634,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",13,"h12020_fin_why_nhp_text","MY",634,"Owners/Managers of SMB Businesses"
NA,471,"h12020_fin_why_nhp_text","MY",634,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",44,"h12020_fin_why_nhp_text","NG",1293,"Owners/Managers of SMB Businesses"
"Did not apply",53,"h12020_fin_why_nhp_text","NG",1293,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",343,"h12020_fin_why_nhp_text","NG",1293,"Owners/Managers of SMB Businesses"
"No assistance available",298,"h12020_fin_why_nhp_text","NG",1293,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",22,"h12020_fin_why_nhp_text","NG",1293,"Owners/Managers of SMB Businesses"
NA,533,"h12020_fin_why_nhp_text","NG",1293,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",18,"h12020_fin_why_nhp_text","NL",503,"Owners/Managers of SMB Businesses"
"Did not apply",129,"h12020_fin_why_nhp_text","NL",503,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",9,"h12020_fin_why_nhp_text","NL",503,"Owners/Managers of SMB Businesses"
"No assistance available",27,"h12020_fin_why_nhp_text","NL",503,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",4,"h12020_fin_why_nhp_text","NL",503,"Owners/Managers of SMB Businesses"
NA,316,"h12020_fin_why_nhp_text","NL",503,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",17,"h12020_fin_why_nhp_text","NO",413,"Owners/Managers of SMB Businesses"
"Did not apply",112,"h12020_fin_why_nhp_text","NO",413,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",23,"h12020_fin_why_nhp_text","NO",413,"Owners/Managers of SMB Businesses"
"No assistance available",41,"h12020_fin_why_nhp_text","NO",413,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",15,"h12020_fin_why_nhp_text","NO",413,"Owners/Managers of SMB Businesses"
NA,205,"h12020_fin_why_nhp_text","NO",413,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",65,"h12020_fin_why_nhp_text","PE",274,"Owners/Managers of SMB Businesses"
"Did not apply",22,"h12020_fin_why_nhp_text","PE",274,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",36,"h12020_fin_why_nhp_text","PE",274,"Owners/Managers of SMB Businesses"
"No assistance available",39,"h12020_fin_why_nhp_text","PE",274,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",9,"h12020_fin_why_nhp_text","PE",274,"Owners/Managers of SMB Businesses"
NA,103,"h12020_fin_why_nhp_text","PE",274,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",36,"h12020_fin_why_nhp_text","PH",288,"Owners/Managers of SMB Businesses"
"Did not apply",19,"h12020_fin_why_nhp_text","PH",288,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",13,"h12020_fin_why_nhp_text","PH",288,"Owners/Managers of SMB Businesses"
"No assistance available",25,"h12020_fin_why_nhp_text","PH",288,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",8,"h12020_fin_why_nhp_text","PH",288,"Owners/Managers of SMB Businesses"
NA,187,"h12020_fin_why_nhp_text","PH",288,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",39,"h12020_fin_why_nhp_text","PK",566,"Owners/Managers of SMB Businesses"
"Did not apply",62,"h12020_fin_why_nhp_text","PK",566,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",37,"h12020_fin_why_nhp_text","PK",566,"Owners/Managers of SMB Businesses"
"No assistance available",72,"h12020_fin_why_nhp_text","PK",566,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",5,"h12020_fin_why_nhp_text","PK",566,"Owners/Managers of SMB Businesses"
NA,351,"h12020_fin_why_nhp_text","PK",566,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",27,"h12020_fin_why_nhp_text","PL",541,"Owners/Managers of SMB Businesses"
"Did not apply",40,"h12020_fin_why_nhp_text","PL",541,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",16,"h12020_fin_why_nhp_text","PL",541,"Owners/Managers of SMB Businesses"
"No assistance available",32,"h12020_fin_why_nhp_text","PL",541,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",23,"h12020_fin_why_nhp_text","PL",541,"Owners/Managers of SMB Businesses"
NA,403,"h12020_fin_why_nhp_text","PL",541,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",24,"h12020_fin_why_nhp_text","PT",442,"Owners/Managers of SMB Businesses"
"Did not apply",124,"h12020_fin_why_nhp_text","PT",442,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",22,"h12020_fin_why_nhp_text","PT",442,"Owners/Managers of SMB Businesses"
"No assistance available",56,"h12020_fin_why_nhp_text","PT",442,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",18,"h12020_fin_why_nhp_text","PT",442,"Owners/Managers of SMB Businesses"
NA,198,"h12020_fin_why_nhp_text","PT",442,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",27,"h12020_fin_why_nhp_text","RO",574,"Owners/Managers of SMB Businesses"
"Did not apply",165,"h12020_fin_why_nhp_text","RO",574,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",66,"h12020_fin_why_nhp_text","RO",574,"Owners/Managers of SMB Businesses"
"No assistance available",82,"h12020_fin_why_nhp_text","RO",574,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",11,"h12020_fin_why_nhp_text","RO",574,"Owners/Managers of SMB Businesses"
NA,223,"h12020_fin_why_nhp_text","RO",574,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",21,"h12020_fin_why_nhp_text","RU",515,"Owners/Managers of SMB Businesses"
"Did not apply",50,"h12020_fin_why_nhp_text","RU",515,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",44,"h12020_fin_why_nhp_text","RU",515,"Owners/Managers of SMB Businesses"
"No assistance available",174,"h12020_fin_why_nhp_text","RU",515,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",14,"h12020_fin_why_nhp_text","RU",515,"Owners/Managers of SMB Businesses"
NA,212,"h12020_fin_why_nhp_text","RU",515,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",5,"h12020_fin_why_nhp_text","SE",547,"Owners/Managers of SMB Businesses"
"Did not apply",139,"h12020_fin_why_nhp_text","SE",547,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",74,"h12020_fin_why_nhp_text","SE",547,"Owners/Managers of SMB Businesses"
"No assistance available",67,"h12020_fin_why_nhp_text","SE",547,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",4,"h12020_fin_why_nhp_text","SE",547,"Owners/Managers of SMB Businesses"
NA,258,"h12020_fin_why_nhp_text","SE",547,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",19,"h12020_fin_why_nhp_text","SG",351,"Owners/Managers of SMB Businesses"
"Did not apply",37,"h12020_fin_why_nhp_text","SG",351,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",13,"h12020_fin_why_nhp_text","SG",351,"Owners/Managers of SMB Businesses"
"No assistance available",28,"h12020_fin_why_nhp_text","SG",351,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",3,"h12020_fin_why_nhp_text","SG",351,"Owners/Managers of SMB Businesses"
NA,251,"h12020_fin_why_nhp_text","SG",351,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",65,"h12020_fin_why_nhp_text","TH",740,"Owners/Managers of SMB Businesses"
"Did not apply",79,"h12020_fin_why_nhp_text","TH",740,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",10,"h12020_fin_why_nhp_text","TH",740,"Owners/Managers of SMB Businesses"
"No assistance available",47,"h12020_fin_why_nhp_text","TH",740,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",6,"h12020_fin_why_nhp_text","TH",740,"Owners/Managers of SMB Businesses"
NA,533,"h12020_fin_why_nhp_text","TH",740,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",81,"h12020_fin_why_nhp_text","TR",550,"Owners/Managers of SMB Businesses"
"Did not apply",109,"h12020_fin_why_nhp_text","TR",550,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",46,"h12020_fin_why_nhp_text","TR",550,"Owners/Managers of SMB Businesses"
"No assistance available",76,"h12020_fin_why_nhp_text","TR",550,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",7,"h12020_fin_why_nhp_text","TR",550,"Owners/Managers of SMB Businesses"
NA,231,"h12020_fin_why_nhp_text","TR",550,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",30,"h12020_fin_why_nhp_text","TW",463,"Owners/Managers of SMB Businesses"
"Did not apply",86,"h12020_fin_why_nhp_text","TW",463,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",45,"h12020_fin_why_nhp_text","TW",463,"Owners/Managers of SMB Businesses"
"No assistance available",60,"h12020_fin_why_nhp_text","TW",463,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",6,"h12020_fin_why_nhp_text","TW",463,"Owners/Managers of SMB Businesses"
NA,236,"h12020_fin_why_nhp_text","TW",463,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",98,"h12020_fin_why_nhp_text","US",1026,"Owners/Managers of SMB Businesses"
"Did not apply",192,"h12020_fin_why_nhp_text","US",1026,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",63,"h12020_fin_why_nhp_text","US",1026,"Owners/Managers of SMB Businesses"
"No assistance available",65,"h12020_fin_why_nhp_text","US",1026,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",29,"h12020_fin_why_nhp_text","US",1026,"Owners/Managers of SMB Businesses"
NA,579,"h12020_fin_why_nhp_text","US",1026,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",25,"h12020_fin_why_nhp_text","VN",447,"Owners/Managers of SMB Businesses"
"Did not apply",65,"h12020_fin_why_nhp_text","VN",447,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",76,"h12020_fin_why_nhp_text","VN",447,"Owners/Managers of SMB Businesses"
"No assistance available",64,"h12020_fin_why_nhp_text","VN",447,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",8,"h12020_fin_why_nhp_text","VN",447,"Owners/Managers of SMB Businesses"
NA,209,"h12020_fin_why_nhp_text","VN",447,"Owners/Managers of SMB Businesses"
"Applied, but was not approved",60,"h12020_fin_why_nhp_text","ZA",400,"Owners/Managers of SMB Businesses"
"Did not apply",53,"h12020_fin_why_nhp_text","ZA",400,"Owners/Managers of SMB Businesses"
"Do not know of any assistance that is available",38,"h12020_fin_why_nhp_text","ZA",400,"Owners/Managers of SMB Businesses"
"No assistance available",48,"h12020_fin_why_nhp_text","ZA",400,"Owners/Managers of SMB Businesses"
"Was approved, but have not received assistance yet",8,"h12020_fin_why_nhp_text","ZA",400,"Owners/Managers of SMB Businesses"
NA,193,"h12020_fin_why_nhp_text","ZA",400,"Owners/Managers of SMB Businesses"
"No",183,"h12020_hhd_fin_hlp_text","AE",407,"Owners/Managers of SMB Businesses"
"Prefer not to respond",12,"h12020_hhd_fin_hlp_text","AE",407,"Owners/Managers of SMB Businesses"
"Yes",9,"h12020_hhd_fin_hlp_text","AE",407,"Owners/Managers of SMB Businesses"
NA,203,"h12020_hhd_fin_hlp_text","AE",407,"Owners/Managers of SMB Businesses"
"No",217,"h12020_hhd_fin_hlp_text","AR",354,"Owners/Managers of SMB Businesses"
"Prefer not to respond",14,"h12020_hhd_fin_hlp_text","AR",354,"Owners/Managers of SMB Businesses"
"Yes",40,"h12020_hhd_fin_hlp_text","AR",354,"Owners/Managers of SMB Businesses"
NA,83,"h12020_hhd_fin_hlp_text","AR",354,"Owners/Managers of SMB Businesses"
"No",204,"h12020_hhd_fin_hlp_text","AU",609,"Owners/Managers of SMB Businesses"
"Prefer not to respond",20,"h12020_hhd_fin_hlp_text","AU",609,"Owners/Managers of SMB Businesses"
"Yes",184,"h12020_hhd_fin_hlp_text","AU",609,"Owners/Managers of SMB Businesses"
NA,201,"h12020_hhd_fin_hlp_text","AU",609,"Owners/Managers of SMB Businesses"
"No",144,"h12020_hhd_fin_hlp_text","BD",400,"Owners/Managers of SMB Businesses"
"Prefer not to respond",17,"h12020_hhd_fin_hlp_text","BD",400,"Owners/Managers of SMB Businesses"
"Yes",15,"h12020_hhd_fin_hlp_text","BD",400,"Owners/Managers of SMB Businesses"
NA,224,"h12020_hhd_fin_hlp_text","BD",400,"Owners/Managers of SMB Businesses"
"No",146,"h12020_hhd_fin_hlp_text","BE",471,"Owners/Managers of SMB Businesses"
"Prefer not to respond",26,"h12020_hhd_fin_hlp_text","BE",471,"Owners/Managers of SMB Businesses"
"Yes",144,"h12020_hhd_fin_hlp_text","BE",471,"Owners/Managers of SMB Businesses"
NA,155,"h12020_hhd_fin_hlp_text","BE",471,"Owners/Managers of SMB Businesses"
"No",391,"h12020_hhd_fin_hlp_text","BR",834,"Owners/Managers of SMB Businesses"
"Prefer not to respond",40,"h12020_hhd_fin_hlp_text","BR",834,"Owners/Managers of SMB Businesses"
"Yes",158,"h12020_hhd_fin_hlp_text","BR",834,"Owners/Managers of SMB Businesses"
NA,245,"h12020_hhd_fin_hlp_text","BR",834,"Owners/Managers of SMB Businesses"
"No",217,"h12020_hhd_fin_hlp_text","CA",628,"Owners/Managers of SMB Businesses"
"Prefer not to respond",28,"h12020_hhd_fin_hlp_text","CA",628,"Owners/Managers of SMB Businesses"
"Yes",203,"h12020_hhd_fin_hlp_text","CA",628,"Owners/Managers of SMB Businesses"
NA,180,"h12020_hhd_fin_hlp_text","CA",628,"Owners/Managers of SMB Businesses"
"No",136,"h12020_hhd_fin_hlp_text","CH",332,"Owners/Managers of SMB Businesses"
"Prefer not to respond",8,"h12020_hhd_fin_hlp_text","CH",332,"Owners/Managers of SMB Businesses"
"Yes",70,"h12020_hhd_fin_hlp_text","CH",332,"Owners/Managers of SMB Businesses"
NA,118,"h12020_hhd_fin_hlp_text","CH",332,"Owners/Managers of SMB Businesses"
"No",205,"h12020_hhd_fin_hlp_text","CO",288,"Owners/Managers of SMB Businesses"
"Prefer not to respond",4,"h12020_hhd_fin_hlp_text","CO",288,"Owners/Managers of SMB Businesses"
"Yes",7,"h12020_hhd_fin_hlp_text","CO",288,"Owners/Managers of SMB Businesses"
NA,72,"h12020_hhd_fin_hlp_text","CO",288,"Owners/Managers of SMB Businesses"
"No",111,"h12020_hhd_fin_hlp_text","CZ",419,"Owners/Managers of SMB Businesses"
"Prefer not to respond",22,"h12020_hhd_fin_hlp_text","CZ",419,"Owners/Managers of SMB Businesses"
"Yes",125,"h12020_hhd_fin_hlp_text","CZ",419,"Owners/Managers of SMB Businesses"
NA,161,"h12020_hhd_fin_hlp_text","CZ",419,"Owners/Managers of SMB Businesses"
"No",213,"h12020_hhd_fin_hlp_text","DE",509,"Owners/Managers of SMB Businesses"
"Prefer not to respond",27,"h12020_hhd_fin_hlp_text","DE",509,"Owners/Managers of SMB Businesses"
"Yes",92,"h12020_hhd_fin_hlp_text","DE",509,"Owners/Managers of SMB Businesses"
NA,177,"h12020_hhd_fin_hlp_text","DE",509,"Owners/Managers of SMB Businesses"
"No",176,"h12020_hhd_fin_hlp_text","DK",436,"Owners/Managers of SMB Businesses"
"Prefer not to respond",8,"h12020_hhd_fin_hlp_text","DK",436,"Owners/Managers of SMB Businesses"
"Yes",84,"h12020_hhd_fin_hlp_text","DK",436,"Owners/Managers of SMB Businesses"
NA,168,"h12020_hhd_fin_hlp_text","DK",436,"Owners/Managers of SMB Businesses"
"No",228,"h12020_hhd_fin_hlp_text","EC",332,"Owners/Managers of SMB Businesses"
"Prefer not to respond",7,"h12020_hhd_fin_hlp_text","EC",332,"Owners/Managers of SMB Businesses"
"Yes",12,"h12020_hhd_fin_hlp_text","EC",332,"Owners/Managers of SMB Businesses"
NA,85,"h12020_hhd_fin_hlp_text","EC",332,"Owners/Managers of SMB Businesses"
"No",340,"h12020_hhd_fin_hlp_text","EG",649,"Owners/Managers of SMB Businesses"
"Prefer not to respond",16,"h12020_hhd_fin_hlp_text","EG",649,"Owners/Managers of SMB Businesses"
